 #        t           S        I       R
  0.150600000E+03  0.690494407E+01  0.160355967E-02  0.993093452E+03
  0.150700000E+03  0.690494352E+01  0.158815220E-02  0.993093468E+03
  0.150800000E+03  0.690494297E+01  0.157289276E-02  0.993093484E+03
  0.150900000E+03  0.690494243E+01  0.155777995E-02  0.993093500E+03
  0.151000000E+03  0.690494189E+01  0.154281234E-02  0.993093515E+03
  0.151100000E+03  0.690494136E+01  0.152798854E-02  0.993093531E+03
  0.151200000E+03  0.690494084E+01  0.151330717E-02  0.993093546E+03
  0.151300000E+03  0.690494032E+01  0.149876687E-02  0.993093561E+03
  0.151400000E+03  0.690493980E+01  0.148436628E-02  0.993093576E+03
  0.151500000E+03  0.690493929E+01  0.147010405E-02  0.993093591E+03
  0.151600000E+03  0.690493879E+01  0.145597885E-02  0.993093605E+03
  0.151700000E+03  0.690493829E+01  0.144198938E-02  0.993093620E+03
  0.151800000E+03  0.690493779E+01  0.142813432E-02  0.993093634E+03
  0.151900000E+03  0.690493730E+01  0.141441238E-02  0.993093648E+03
  0.152000000E+03  0.690493682E+01  0.140082229E-02  0.993093662E+03
  0.152100000E+03  0.690493634E+01  0.138736277E-02  0.993093676E+03
  0.152200000E+03  0.690493586E+01  0.137403258E-02  0.993093690E+03
  0.152300000E+03  0.690493539E+01  0.136083047E-02  0.993093704E+03
  0.152400000E+03  0.690493492E+01  0.134775521E-02  0.993093717E+03
  0.152500000E+03  0.690493446E+01  0.133480558E-02  0.993093731E+03
  0.152600000E+03  0.690493400E+01  0.132198037E-02  0.993093744E+03
  0.152700000E+03  0.690493354E+01  0.130927839E-02  0.993093757E+03
  0.152800000E+03  0.690493309E+01  0.129669846E-02  0.993093770E+03
  0.152900000E+03  0.690493265E+01  0.128423940E-02  0.993093783E+03
  0.153000000E+03  0.690493221E+01  0.127190004E-02  0.993093796E+03
  0.153100000E+03  0.690493177E+01  0.125967925E-02  0.993093809E+03
  0.153200000E+03  0.690493134E+01  0.124757588E-02  0.993093821E+03
  0.153300000E+03  0.690493091E+01  0.123558880E-02  0.993093834E+03
  0.153400000E+03  0.690493048E+01  0.122371690E-02  0.993093846E+03
  0.153500000E+03  0.690493006E+01  0.121195907E-02  0.993093858E+03
  0.153600000E+03  0.690492965E+01  0.120031420E-02  0.993093870E+03
  0.153700000E+03  0.690492923E+01  0.118878123E-02  0.993093882E+03
  0.153800000E+03  0.690492883E+01  0.117735907E-02  0.993093894E+03
  0.153900000E+03  0.690492842E+01  0.116604665E-02  0.993093906E+03
  0.154000000E+03  0.690492802E+01  0.115484293E-02  0.993093917E+03
  0.154100000E+03  0.690492762E+01  0.114374686E-02  0.993093929E+03
  0.154200000E+03  0.690492723E+01  0.113275740E-02  0.993093940E+03
  0.154300000E+03  0.690492684E+01  0.112187353E-02  0.993093951E+03
  0.154400000E+03  0.690492646E+01  0.111109424E-02  0.993093962E+03
  0.154500000E+03  0.690492607E+01  0.110041852E-02  0.993093974E+03
  0.154600000E+03  0.690492570E+01  0.108984537E-02  0.993093984E+03
  0.154700000E+03  0.690492532E+01  0.107937381E-02  0.993093995E+03
  0.154800000E+03  0.690492495E+01  0.106900287E-02  0.993094006E+03
  0.154900000E+03  0.690492458E+01  0.105873157E-02  0.993094017E+03
  0.155000000E+03  0.690492422E+01  0.104855897E-02  0.993094027E+03
  0.155100000E+03  0.690492386E+01  0.103848410E-02  0.993094038E+03
  0.155200000E+03  0.690492350E+01  0.102850604E-02  0.993094048E+03
  0.155300000E+03  0.690492315E+01  0.101862385E-02  0.993094058E+03
  0.155400000E+03  0.690492280E+01  0.100883661E-02  0.993094068E+03
  0.155500000E+03  0.690492245E+01  0.999143406E-03  0.993094078E+03
  0.155600000E+03  0.690492211E+01  0.989543340E-03  0.993094088E+03
  0.155700000E+03  0.690492177E+01  0.980035514E-03  0.993094098E+03
  0.155800000E+03  0.690492143E+01  0.970619042E-03  0.993094108E+03
  0.155900000E+03  0.690492110E+01  0.961293047E-03  0.993094118E+03
  0.156000000E+03  0.690492077E+01  0.952056658E-03  0.993094127E+03
  0.156100000E+03  0.690492044E+01  0.942909016E-03  0.993094137E+03
  0.156200000E+03  0.690492012E+01  0.933849266E-03  0.993094146E+03
  0.156300000E+03  0.690491980E+01  0.924876566E-03  0.993094155E+03
  0.156400000E+03  0.690491948E+01  0.915990077E-03  0.993094165E+03
  0.156500000E+03  0.690491916E+01  0.907188973E-03  0.993094174E+03
  0.156600000E+03  0.690491885E+01  0.898472432E-03  0.993094183E+03
  0.156700000E+03  0.690491854E+01  0.889839643E-03  0.993094192E+03
  0.156800000E+03  0.690491824E+01  0.881289800E-03  0.993094200E+03
  0.156900000E+03  0.690491794E+01  0.872822106E-03  0.993094209E+03
  0.157000000E+03  0.690491764E+01  0.864435772E-03  0.993094218E+03
  0.157100000E+03  0.690491734E+01  0.856130017E-03  0.993094227E+03
  0.157200000E+03  0.690491705E+01  0.847904066E-03  0.993094235E+03
  0.157300000E+03  0.690491675E+01  0.839757152E-03  0.993094243E+03
  0.157400000E+03  0.690491647E+01  0.831688516E-03  0.993094252E+03
  0.157500000E+03  0.690491618E+01  0.823697406E-03  0.993094260E+03
  0.157600000E+03  0.690491590E+01  0.815783077E-03  0.993094268E+03
  0.157700000E+03  0.690491562E+01  0.807944791E-03  0.993094276E+03
  0.157800000E+03  0.690491534E+01  0.800181818E-03  0.993094284E+03
  0.157900000E+03  0.690491506E+01  0.792493434E-03  0.993094292E+03
  0.158000000E+03  0.690491479E+01  0.784878921E-03  0.993094300E+03
  0.158100000E+03  0.690491452E+01  0.777337572E-03  0.993094308E+03
  0.158200000E+03  0.690491425E+01  0.769868682E-03  0.993094316E+03
  0.158300000E+03  0.690491399E+01  0.762471555E-03  0.993094324E+03
  0.158400000E+03  0.690491373E+01  0.755145502E-03  0.993094331E+03
  0.158500000E+03  0.690491347E+01  0.747889840E-03  0.993094339E+03
  0.158600000E+03  0.690491321E+01  0.740703892E-03  0.993094346E+03
  0.158700000E+03  0.690491296E+01  0.733586989E-03  0.993094353E+03
  0.158800000E+03  0.690491271E+01  0.726538468E-03  0.993094361E+03
  0.158900000E+03  0.690491246E+01  0.719557671E-03  0.993094368E+03
  0.159000000E+03  0.690491221E+01  0.712643947E-03  0.993094375E+03
  0.159100000E+03  0.690491196E+01  0.705796652E-03  0.993094382E+03
  0.159200000E+03  0.690491172E+01  0.699015148E-03  0.993094389E+03
  0.159300000E+03  0.690491148E+01  0.692298803E-03  0.993094396E+03
  0.159400000E+03  0.690491124E+01  0.685646991E-03  0.993094403E+03
  0.159500000E+03  0.690491101E+01  0.679059091E-03  0.993094410E+03
  0.159600000E+03  0.690491077E+01  0.672534490E-03  0.993094417E+03
  0.159700000E+03  0.690491054E+01  0.666072579E-03  0.993094423E+03
  0.159800000E+03  0.690491031E+01  0.659672755E-03  0.993094430E+03
  0.159900000E+03  0.690491009E+01  0.653334424E-03  0.993094437E+03
  0.160000000E+03  0.690490986E+01  0.647056993E-03  0.993094443E+03
  0.160100000E+03  0.690490964E+01  0.640839877E-03  0.993094450E+03
  0.160200000E+03  0.690490942E+01  0.634682497E-03  0.993094456E+03
  0.160300000E+03  0.690490920E+01  0.628584279E-03  0.993094462E+03
  0.160400000E+03  0.690490899E+01  0.622544654E-03  0.993094468E+03
  0.160500000E+03  0.690490877E+01  0.616563061E-03  0.993094475E+03
  0.160600000E+03  0.690490856E+01  0.610638939E-03  0.993094481E+03
  0.160700000E+03  0.690490835E+01  0.604771739E-03  0.993094487E+03
  0.160800000E+03  0.690490814E+01  0.598960913E-03  0.993094493E+03
  0.160900000E+03  0.690490794E+01  0.593205918E-03  0.993094499E+03
  0.161000000E+03  0.690490773E+01  0.587506220E-03  0.993094505E+03
  0.161100000E+03  0.690490753E+01  0.581861285E-03  0.993094511E+03
  0.161200000E+03  0.690490733E+01  0.576270589E-03  0.993094516E+03
  0.161300000E+03  0.690490713E+01  0.570733610E-03  0.993094522E+03
  0.161400000E+03  0.690490694E+01  0.565249832E-03  0.993094528E+03
  0.161500000E+03  0.690490674E+01  0.559818744E-03  0.993094533E+03
  0.161600000E+03  0.690490655E+01  0.554439839E-03  0.993094539E+03
  0.161700000E+03  0.690490636E+01  0.549112616E-03  0.993094545E+03
  0.161800000E+03  0.690490617E+01  0.543836579E-03  0.993094550E+03
  0.161900000E+03  0.690490598E+01  0.538611235E-03  0.993094555E+03
  0.162000000E+03  0.690490580E+01  0.533436099E-03  0.993094561E+03
  0.162100000E+03  0.690490562E+01  0.528310686E-03  0.993094566E+03
  0.162200000E+03  0.690490544E+01  0.523234520E-03  0.993094571E+03
  0.162300000E+03  0.690490526E+01  0.518207127E-03  0.993094577E+03
  0.162400000E+03  0.690490508E+01  0.513228039E-03  0.993094582E+03
  0.162500000E+03  0.690490490E+01  0.508296791E-03  0.993094587E+03
  0.162600000E+03  0.690490473E+01  0.503412925E-03  0.993094592E+03
  0.162700000E+03  0.690490455E+01  0.498575984E-03  0.993094597E+03
  0.162800000E+03  0.690490438E+01  0.493785517E-03  0.993094602E+03
  0.162900000E+03  0.690490421E+01  0.489041079E-03  0.993094607E+03
  0.163000000E+03  0.690490404E+01  0.484342227E-03  0.993094612E+03
  0.163100000E+03  0.690490388E+01  0.479688523E-03  0.993094616E+03
  0.163200000E+03  0.690490371E+01  0.475079533E-03  0.993094621E+03
  0.163300000E+03  0.690490355E+01  0.470514828E-03  0.993094626E+03
  0.163400000E+03  0.690490339E+01  0.465993982E-03  0.993094631E+03
  0.163500000E+03  0.690490323E+01  0.461516573E-03  0.993094635E+03
  0.163600000E+03  0.690490307E+01  0.457082184E-03  0.993094640E+03
  0.163700000E+03  0.690490291E+01  0.452690403E-03  0.993094644E+03
  0.163800000E+03  0.690490276E+01  0.448340819E-03  0.993094649E+03
  0.163900000E+03  0.690490260E+01  0.444033027E-03  0.993094653E+03
  0.164000000E+03  0.690490245E+01  0.439766626E-03  0.993094658E+03
  0.164100000E+03  0.690490230E+01  0.435541217E-03  0.993094662E+03
  0.164200000E+03  0.690490215E+01  0.431356408E-03  0.993094666E+03
  0.164300000E+03  0.690490200E+01  0.427211807E-03  0.993094671E+03
  0.164400000E+03  0.690490185E+01  0.423107029E-03  0.993094675E+03
  0.164500000E+03  0.690490171E+01  0.419041691E-03  0.993094679E+03
  0.164600000E+03  0.690490157E+01  0.415015413E-03  0.993094683E+03
  0.164700000E+03  0.690490142E+01  0.411027822E-03  0.993094688E+03
  0.164800000E+03  0.690490128E+01  0.407078544E-03  0.993094692E+03
  0.164900000E+03  0.690490114E+01  0.403167213E-03  0.993094696E+03
  0.165000000E+03  0.690490100E+01  0.399293462E-03  0.993094700E+03
  0.165100000E+03  0.690490087E+01  0.395456932E-03  0.993094704E+03
  0.165200000E+03  0.690490073E+01  0.391657264E-03  0.993094708E+03
  0.165300000E+03  0.690490060E+01  0.387894105E-03  0.993094712E+03
  0.165400000E+03  0.690490046E+01  0.384167103E-03  0.993094715E+03
  0.165500000E+03  0.690490033E+01  0.380475911E-03  0.993094719E+03
  0.165600000E+03  0.690490020E+01  0.376820185E-03  0.993094723E+03
  0.165700000E+03  0.690490007E+01  0.373199585E-03  0.993094727E+03
  0.165800000E+03  0.690489994E+01  0.369613772E-03  0.993094730E+03
  0.165900000E+03  0.690489981E+01  0.366062413E-03  0.993094734E+03
  0.166000000E+03  0.690489969E+01  0.362545176E-03  0.993094738E+03
  0.166100000E+03  0.690489956E+01  0.359061734E-03  0.993094741E+03
  0.166200000E+03  0.690489944E+01  0.355611762E-03  0.993094745E+03
  0.166300000E+03  0.690489932E+01  0.352194939E-03  0.993094748E+03
  0.166400000E+03  0.690489920E+01  0.348810945E-03  0.993094752E+03
  0.166500000E+03  0.690489908E+01  0.345459466E-03  0.993094755E+03
  0.166600000E+03  0.690489896E+01  0.342140188E-03  0.993094759E+03
  0.166700000E+03  0.690489884E+01  0.338852804E-03  0.993094762E+03
  0.166800000E+03  0.690489873E+01  0.335597005E-03  0.993094766E+03
  0.166900000E+03  0.690489861E+01  0.332372489E-03  0.993094769E+03
  0.167000000E+03  0.690489850E+01  0.329178955E-03  0.993094772E+03
  0.167100000E+03  0.690489838E+01  0.326016106E-03  0.993094776E+03
  0.167200000E+03  0.690489827E+01  0.322883646E-03  0.993094779E+03
  0.167300000E+03  0.690489816E+01  0.319781284E-03  0.993094782E+03
  0.167400000E+03  0.690489805E+01  0.316708730E-03  0.993094785E+03
  0.167500000E+03  0.690489794E+01  0.313665699E-03  0.993094788E+03
  0.167600000E+03  0.690489783E+01  0.310651905E-03  0.993094792E+03
  0.167700000E+03  0.690489773E+01  0.307667069E-03  0.993094795E+03
  0.167800000E+03  0.690489762E+01  0.304710913E-03  0.993094798E+03
  0.167900000E+03  0.690489752E+01  0.301783159E-03  0.993094801E+03
  0.168000000E+03  0.690489741E+01  0.298883537E-03  0.993094804E+03
  0.168100000E+03  0.690489731E+01  0.296011775E-03  0.993094807E+03
  0.168200000E+03  0.690489721E+01  0.293167606E-03  0.993094810E+03
  0.168300000E+03  0.690489711E+01  0.290350764E-03  0.993094813E+03
  0.168400000E+03  0.690489701E+01  0.287560988E-03  0.993094815E+03
  0.168500000E+03  0.690489691E+01  0.284798016E-03  0.993094818E+03
  0.168600000E+03  0.690489681E+01  0.282061592E-03  0.993094821E+03
  0.168700000E+03  0.690489671E+01  0.279351460E-03  0.993094824E+03
  0.168800000E+03  0.690489662E+01  0.276667368E-03  0.993094827E+03
  0.168900000E+03  0.690489652E+01  0.274009066E-03  0.993094829E+03
  0.169000000E+03  0.690489643E+01  0.271376305E-03  0.993094832E+03
  0.169100000E+03  0.690489634E+01  0.268768841E-03  0.993094835E+03
  0.169200000E+03  0.690489624E+01  0.266186430E-03  0.993094838E+03
  0.169300000E+03  0.690489615E+01  0.263628831E-03  0.993094840E+03
  0.169400000E+03  0.690489606E+01  0.261095807E-03  0.993094843E+03
  0.169500000E+03  0.690489597E+01  0.258587121E-03  0.993094845E+03
  0.169600000E+03  0.690489588E+01  0.256102539E-03  0.993094848E+03
  0.169700000E+03  0.690489579E+01  0.253641829E-03  0.993094851E+03
  0.169800000E+03  0.690489571E+01  0.251204763E-03  0.993094853E+03
  0.169900000E+03  0.690489562E+01  0.248791113E-03  0.993094856E+03
  0.170000000E+03  0.690489554E+01  0.246400654E-03  0.993094858E+03
  0.170100000E+03  0.690489545E+01  0.244033163E-03  0.993094861E+03
  0.170200000E+03  0.690489537E+01  0.241688420E-03  0.993094863E+03
  0.170300000E+03  0.690489528E+01  0.239366206E-03  0.993094865E+03
  0.170400000E+03  0.690489520E+01  0.237066304E-03  0.993094868E+03
  0.170500000E+03  0.690489512E+01  0.234788500E-03  0.993094870E+03
  0.170600000E+03  0.690489504E+01  0.232532582E-03  0.993094872E+03
  0.170700000E+03  0.690489496E+01  0.230298340E-03  0.993094875E+03
  0.170800000E+03  0.690489488E+01  0.228085565E-03  0.993094877E+03
  0.170900000E+03  0.690489480E+01  0.225894051E-03  0.993094879E+03
  0.171000000E+03  0.690489472E+01  0.223723594E-03  0.993094882E+03
  0.171100000E+03  0.690489465E+01  0.221573991E-03  0.993094884E+03
  0.171200000E+03  0.690489457E+01  0.219445042E-03  0.993094886E+03
  0.171300000E+03  0.690489450E+01  0.217336549E-03  0.993094888E+03
  0.171400000E+03  0.690489442E+01  0.215248314E-03  0.993094890E+03
  0.171500000E+03  0.690489435E+01  0.213180144E-03  0.993094892E+03
  0.171600000E+03  0.690489427E+01  0.211131846E-03  0.993094895E+03
  0.171700000E+03  0.690489420E+01  0.209103229E-03  0.993094897E+03
  0.171800000E+03  0.690489413E+01  0.207094102E-03  0.993094899E+03
  0.171900000E+03  0.690489406E+01  0.205104281E-03  0.993094901E+03
  0.172000000E+03  0.690489399E+01  0.203133578E-03  0.993094903E+03
  0.172100000E+03  0.690489392E+01  0.201181810E-03  0.993094905E+03
  0.172200000E+03  0.690489385E+01  0.199248795E-03  0.993094907E+03
  0.172300000E+03  0.690489378E+01  0.197334353E-03  0.993094909E+03
  0.172400000E+03  0.690489371E+01  0.195438306E-03  0.993094911E+03
  0.172500000E+03  0.690489365E+01  0.193560477E-03  0.993094913E+03
  0.172600000E+03  0.690489358E+01  0.191700690E-03  0.993094915E+03
  0.172700000E+03  0.690489351E+01  0.189858773E-03  0.993094917E+03
  0.172800000E+03  0.690489345E+01  0.188034553E-03  0.993094919E+03
  0.172900000E+03  0.690489338E+01  0.186227861E-03  0.993094920E+03
  0.173000000E+03  0.690489332E+01  0.184438528E-03  0.993094922E+03
  0.173100000E+03  0.690489326E+01  0.182666388E-03  0.993094924E+03
  0.173200000E+03  0.690489319E+01  0.180911275E-03  0.993094926E+03
  0.173300000E+03  0.690489313E+01  0.179173025E-03  0.993094928E+03
  0.173400000E+03  0.690489307E+01  0.177451478E-03  0.993094929E+03
  0.173500000E+03  0.690489301E+01  0.175746471E-03  0.993094931E+03
  0.173600000E+03  0.690489295E+01  0.174057847E-03  0.993094933E+03
  0.173700000E+03  0.690489289E+01  0.172385447E-03  0.993094935E+03
  0.173800000E+03  0.690489283E+01  0.170729116E-03  0.993094936E+03
  0.173900000E+03  0.690489277E+01  0.169088700E-03  0.993094938E+03
  0.174000000E+03  0.690489271E+01  0.167464045E-03  0.993094940E+03
  0.174100000E+03  0.690489266E+01  0.165855001E-03  0.993094941E+03
  0.174200000E+03  0.690489260E+01  0.164261417E-03  0.993094943E+03
  0.174300000E+03  0.690489254E+01  0.162683144E-03  0.993094945E+03
  0.174400000E+03  0.690489249E+01  0.161120036E-03  0.993094946E+03
  0.174500000E+03  0.690489243E+01  0.159571947E-03  0.993094948E+03
  0.174600000E+03  0.690489238E+01  0.158038732E-03  0.993094950E+03
  0.174700000E+03  0.690489232E+01  0.156520249E-03  0.993094951E+03
  0.174800000E+03  0.690489227E+01  0.155016356E-03  0.993094953E+03
  0.174900000E+03  0.690489221E+01  0.153526912E-03  0.993094954E+03
  0.175000000E+03  0.690489216E+01  0.152051780E-03  0.993094956E+03
  0.175100000E+03  0.690489211E+01  0.150590821E-03  0.993094957E+03
  0.175200000E+03  0.690489206E+01  0.149143900E-03  0.993094959E+03
  0.175300000E+03  0.690489201E+01  0.147710881E-03  0.993094960E+03
  0.175400000E+03  0.690489196E+01  0.146291631E-03  0.993094962E+03
  0.175500000E+03  0.690489191E+01  0.144886017E-03  0.993094963E+03
  0.175600000E+03  0.690489186E+01  0.143493909E-03  0.993094965E+03
  0.175700000E+03  0.690489181E+01  0.142115177E-03  0.993094966E+03
  0.175800000E+03  0.690489176E+01  0.140749692E-03  0.993094967E+03
  0.175900000E+03  0.690489171E+01  0.139397327E-03  0.993094969E+03
  0.176000000E+03  0.690489166E+01  0.138057956E-03  0.993094970E+03
  0.176100000E+03  0.690489161E+01  0.136731454E-03  0.993094972E+03
  0.176200000E+03  0.690489157E+01  0.135417697E-03  0.993094973E+03
  0.176300000E+03  0.690489152E+01  0.134116564E-03  0.993094974E+03
  0.176400000E+03  0.690489147E+01  0.132827932E-03  0.993094976E+03
  0.176500000E+03  0.690489143E+01  0.131551681E-03  0.993094977E+03
  0.176600000E+03  0.690489138E+01  0.130287694E-03  0.993094978E+03
  0.176700000E+03  0.690489134E+01  0.129035851E-03  0.993094980E+03
  0.176800000E+03  0.690489129E+01  0.127796036E-03  0.993094981E+03
  0.176900000E+03  0.690489125E+01  0.126568133E-03  0.993094982E+03
  0.177000000E+03  0.690489121E+01  0.125352029E-03  0.993094983E+03
  0.177100000E+03  0.690489116E+01  0.124147609E-03  0.993094985E+03
  0.177200000E+03  0.690489112E+01  0.122954762E-03  0.993094986E+03
  0.177300000E+03  0.690489108E+01  0.121773376E-03  0.993094987E+03
  0.177400000E+03  0.690489104E+01  0.120603341E-03  0.993094988E+03
  0.177500000E+03  0.690489100E+01  0.119444549E-03  0.993094990E+03
  0.177600000E+03  0.690489095E+01  0.118296890E-03  0.993094991E+03
  0.177700000E+03  0.690489091E+01  0.117160258E-03  0.993094992E+03
  0.177800000E+03  0.690489087E+01  0.116034547E-03  0.993094993E+03
  0.177900000E+03  0.690489083E+01  0.114919653E-03  0.993094994E+03
  0.178000000E+03  0.690489079E+01  0.113815471E-03  0.993094995E+03
  0.178100000E+03  0.690489076E+01  0.112721898E-03  0.993094997E+03
  0.178200000E+03  0.690489072E+01  0.111638832E-03  0.993094998E+03
  0.178300000E+03  0.690489068E+01  0.110566173E-03  0.993094999E+03
  0.178400000E+03  0.690489064E+01  0.109503820E-03  0.993095000E+03
  0.178500000E+03  0.690489060E+01  0.108451675E-03  0.993095001E+03
  0.178600000E+03  0.690489057E+01  0.107409639E-03  0.993095002E+03
  0.178700000E+03  0.690489053E+01  0.106377615E-03  0.993095003E+03
  0.178800000E+03  0.690489049E+01  0.105355507E-03  0.993095004E+03
  0.178900000E+03  0.690489046E+01  0.104343220E-03  0.993095005E+03
  0.179000000E+03  0.690489042E+01  0.103340659E-03  0.993095006E+03
  0.179100000E+03  0.690489038E+01  0.102347731E-03  0.993095007E+03
  0.179200000E+03  0.690489035E+01  0.101364344E-03  0.993095008E+03
  0.179300000E+03  0.690489031E+01  0.100390405E-03  0.993095009E+03
  0.179400000E+03  0.690489028E+01  0.994258242E-04  0.993095010E+03
  0.179500000E+03  0.690489025E+01  0.984705113E-04  0.993095011E+03
  0.179600000E+03  0.690489021E+01  0.975243772E-04  0.993095012E+03
  0.179700000E+03  0.690489018E+01  0.965873340E-04  0.993095013E+03
  0.179800000E+03  0.690489015E+01  0.956592941E-04  0.993095014E+03
  0.179900000E+03  0.690489011E+01  0.947401711E-04  0.993095015E+03
  0.180000000E+03  0.690489008E+01  0.938298793E-04  0.993095016E+03
  0.180100000E+03  0.690489005E+01  0.929283339E-04  0.993095017E+03
  0.180200000E+03  0.690489002E+01  0.920354507E-04  0.993095018E+03
  0.180300000E+03  0.690488998E+01  0.911511467E-04  0.993095019E+03
  0.180400000E+03  0.690488995E+01  0.902753393E-04  0.993095020E+03
  0.180500000E+03  0.690488992E+01  0.894079470E-04  0.993095021E+03
  0.180600000E+03  0.690488989E+01  0.885488888E-04  0.993095022E+03
  0.180700000E+03  0.690488986E+01  0.876980846E-04  0.993095022E+03
  0.180800000E+03  0.690488983E+01  0.868554553E-04  0.993095023E+03
  0.180900000E+03  0.690488980E+01  0.860209222E-04  0.993095024E+03
  0.181000000E+03  0.690488977E+01  0.851944076E-04  0.993095025E+03
  0.181100000E+03  0.690488974E+01  0.843758343E-04  0.993095026E+03
  0.181200000E+03  0.690488971E+01  0.835651262E-04  0.993095027E+03
  0.181300000E+03  0.690488968E+01  0.827622075E-04  0.993095028E+03
  0.181400000E+03  0.690488966E+01  0.819670036E-04  0.993095028E+03
  0.181500000E+03  0.690488963E+01  0.811794402E-04  0.993095029E+03
  0.181600000E+03  0.690488960E+01  0.803994439E-04  0.993095030E+03
  0.181700000E+03  0.690488957E+01  0.796269421E-04  0.993095031E+03
  0.181800000E+03  0.690488954E+01  0.788618627E-04  0.993095032E+03
  0.181900000E+03  0.690488952E+01  0.781041344E-04  0.993095032E+03
  0.182000000E+03  0.690488949E+01  0.773536866E-04  0.993095033E+03
  0.182100000E+03  0.690488946E+01  0.766104494E-04  0.993095034E+03
  0.182200000E+03  0.690488944E+01  0.758743533E-04  0.993095035E+03
  0.182300000E+03  0.690488941E+01  0.751453299E-04  0.993095035E+03
  0.182400000E+03  0.690488939E+01  0.744233112E-04  0.993095036E+03
  0.182500000E+03  0.690488936E+01  0.737082299E-04  0.993095037E+03
  0.182600000E+03  0.690488934E+01  0.730000192E-04  0.993095038E+03
  0.182700000E+03  0.690488931E+01  0.722986133E-04  0.993095038E+03
  0.182800000E+03  0.690488929E+01  0.716039467E-04  0.993095039E+03
  0.182900000E+03  0.690488926E+01  0.709159546E-04  0.993095040E+03
  0.183000000E+03  0.690488924E+01  0.702345730E-04  0.993095041E+03
  0.183100000E+03  0.690488921E+01  0.695597383E-04  0.993095041E+03
  0.183200000E+03  0.690488919E+01  0.688913876E-04  0.993095042E+03
  0.183300000E+03  0.690488916E+01  0.682294586E-04  0.993095043E+03
  0.183400000E+03  0.690488914E+01  0.675738896E-04  0.993095043E+03
  0.183500000E+03  0.690488912E+01  0.669246195E-04  0.993095044E+03
  0.183600000E+03  0.690488909E+01  0.662815879E-04  0.993095045E+03
  0.183700000E+03  0.690488907E+01  0.656447346E-04  0.993095045E+03
  0.183800000E+03  0.690488905E+01  0.650140004E-04  0.993095046E+03
  0.183900000E+03  0.690488903E+01  0.643893265E-04  0.993095047E+03
  0.184000000E+03  0.690488901E+01  0.637706547E-04  0.993095047E+03
  0.184100000E+03  0.690488898E+01  0.631579272E-04  0.993095048E+03
  0.184200000E+03  0.690488896E+01  0.625510871E-04  0.993095048E+03
  0.184300000E+03  0.690488894E+01  0.619500776E-04  0.993095049E+03
  0.184400000E+03  0.690488892E+01  0.613548428E-04  0.993095050E+03
  0.184500000E+03  0.690488890E+01  0.607653271E-04  0.993095050E+03
  0.184600000E+03  0.690488888E+01  0.601814758E-04  0.993095051E+03
  0.184700000E+03  0.690488886E+01  0.596032342E-04  0.993095052E+03
  0.184800000E+03  0.690488884E+01  0.590305486E-04  0.993095052E+03
  0.184900000E+03  0.690488882E+01  0.584633655E-04  0.993095053E+03
  0.185000000E+03  0.690488880E+01  0.579016320E-04  0.993095053E+03
  0.185100000E+03  0.690488878E+01  0.573452959E-04  0.993095054E+03
  0.185200000E+03  0.690488876E+01  0.567943052E-04  0.993095054E+03
  0.185300000E+03  0.690488874E+01  0.562486086E-04  0.993095055E+03
  0.185400000E+03  0.690488872E+01  0.557081552E-04  0.993095056E+03
  0.185500000E+03  0.690488870E+01  0.551728946E-04  0.993095056E+03
  0.185600000E+03  0.690488868E+01  0.546427770E-04  0.993095057E+03
  0.185700000E+03  0.690488866E+01  0.541177529E-04  0.993095057E+03
  0.185800000E+03  0.690488864E+01  0.535977734E-04  0.993095058E+03
  0.185900000E+03  0.690488862E+01  0.530827901E-04  0.993095058E+03
  0.186000000E+03  0.690488860E+01  0.525727548E-04  0.993095059E+03
  0.186100000E+03  0.690488859E+01  0.520676201E-04  0.993095059E+03
  0.186200000E+03  0.690488857E+01  0.515673389E-04  0.993095060E+03
  0.186300000E+03  0.690488855E+01  0.510718645E-04  0.993095060E+03
  0.186400000E+03  0.690488853E+01  0.505811508E-04  0.993095061E+03
  0.186500000E+03  0.690488852E+01  0.500951520E-04  0.993095061E+03
  0.186600000E+03  0.690488850E+01  0.496138229E-04  0.993095062E+03
  0.186700000E+03  0.690488848E+01  0.491371185E-04  0.993095062E+03
  0.186800000E+03  0.690488846E+01  0.486649944E-04  0.993095063E+03
  0.186900000E+03  0.690488845E+01  0.481974066E-04  0.993095063E+03
  0.187000000E+03  0.690488843E+01  0.477343116E-04  0.993095064E+03
  0.187100000E+03  0.690488842E+01  0.472756661E-04  0.993095064E+03
  0.187200000E+03  0.690488840E+01  0.468214274E-04  0.993095065E+03
  0.187300000E+03  0.690488838E+01  0.463715532E-04  0.993095065E+03
  0.187400000E+03  0.690488837E+01  0.459260015E-04  0.993095066E+03
  0.187500000E+03  0.690488835E+01  0.454847308E-04  0.993095066E+03
  0.187600000E+03  0.690488834E+01  0.450476999E-04  0.993095067E+03
  0.187700000E+03  0.690488832E+01  0.446148682E-04  0.993095067E+03
  0.187800000E+03  0.690488830E+01  0.441861952E-04  0.993095068E+03
  0.187900000E+03  0.690488829E+01  0.437616411E-04  0.993095068E+03
  0.188000000E+03  0.690488827E+01  0.433411662E-04  0.993095068E+03
  0.188100000E+03  0.690488826E+01  0.429247314E-04  0.993095069E+03
  0.188200000E+03  0.690488824E+01  0.425122978E-04  0.993095069E+03
  0.188300000E+03  0.690488823E+01  0.421038269E-04  0.993095070E+03
